1,2,0.29999999999999993
1,3,0.07687490897345826
1,4,0.04754776321907415
3,5,0.10312083089147807
4,6,0.19841510075728921
5,7,0.039524773106657154
7,8,0.04640798527006832
8,9,0.30000000000000004
4,10,0.06458567974033654
9,11,0.30000000000000004
11,12,0.3
11,13,0.30000000000000004
9,14,0.028081594184273893
14,15,0.10600163268597333
14,16,0.03698939113032149
16,17,0.09864996833514846
17,18,0.10292038758751382
9,19,0.041780718571462414
10,20,0.01730196084861849
20,21,0.0222144717205396
7,22,0.139483699077927
15,23,0.2464536570234754
18,24,0.08912774586016615
24,25,0.02957432166892848
7,26,0.07299925052757487
6,27,0.11131414078785969
23,28,0.05801519426559917
15,29,0.039806090183036665
7,30,0.011966338983879679
20,31,0.05830791590123851
17,32,0.07274648890279149
22,33,0.05348920660577892
11,34,0.12517978080219777
24,35,0.04081860674785415
28,36,0.13750162587171189
8,37,0.036007648708910385
23,38,0.11681117985549304
11,39,0.0073022066124114335
34,40,0.0647499067957753
39,41,0.057811191618943346
6,42,0.03732253816402424
26,43,0.03341113857081937
11,44,0.13606727079612566
17,45,0.05658128833774472
32,46,0.05908230398612833
5,47,0.04760880362250005
23,48,0.24222339489994432
46,49,0.06334399294969038
36,50,0.04478658739152487
14,51,0.05963864635087054
23,52,0.031534085458140786
44,53,0.035426249141183995
40,54,0.06294048937741091
31,55,0.011581535351736076
39,56,0.04790522916056407
44,57,0.05421607205319118
24,58,0.01870456017175324
8,59,0.030246458335434438
28,60,0.051210291886065615
33,61,0.02251604198767755
34,62,0.050154471612129395
54,63,0.14399442362301387
27,64,0.06985325672250715
55,65,0.019669782021873156
30,66,0.01895959585606171
32,67,0.02900936215218925
48,68,0.03878553409285078
27,69,0.02131545900746194
45,70,0.3
27,71,0.03639275821880363
64,72,0.068119422129049
19,73,0.03263514764888924
68,74,0.03681248007439501
52,75,0.023613993786606172
58,76,0.007568948747202038
6,77,0.018486432727188962
35,78,0.06672770215603281
59,79,0.016163971899981422
51,80,0.03667603357928346
72,81,0.30000000000000004
34,82,0.05900020359579379
81,83,0.21142328039111255
4,84,0.017202127294489482
15,85,0.05372259150592982
68,86,0.023821312510836346
50,87,0.016254603866706227
27,88,0.03806562533910224
53,89,0.043356614185224164
83,90,0.14154513551373513
72,91,0.07611165923916102
40,92,0.08281715756342459
55,93,0.04297491174677721
83,94,0.15950470271268705
48,95,0.031381975318977934
16,96,0.029547192245640563
86,97,0.04639954568782076
36,98,0.024651642933603012
81,99,0.04666775140674072
72,100,0.05339323979826518
29,101,0.022631973858086626
26,102,0.026639470063115175
79,103,0.02426501477538254
75,104,0.0409516737728877
75,105,0.05162051387484879
95,106,0.07358982981286276
62,107,0.03120629818627462
56,108,0.019576114115336978
54,109,0.011002270292755191
90,110,0.11826288276853426
60,111,0.02959297475836407
28,112,0.026101499286423482
110,113,0.30000000000000004
4,114,0.0057244271820304105
33,115,0.03429594447245885
70,116,0.05381851341672548
50,117,0.019178692669920918
94,118,0.10846825509012088
113,119,0.09998165282228814
90,120,0.3
118,121,0.04803404768497434
74,122,0.022442452466529997
113,123,0.1660577262864348
